Sample,Common name,Kingdom,Phylum,Class,Order,Family,Genus,Species
bAccGen1,Northern goshawk,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gentilis
bAnaAcu1,Northern pintail,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta
bAnsBra1,Pink-footed goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser brachyrhynchus
bCinCin1,White-throated dipper,Metazoa,Chordata,Aves,Passeriformes,Cinclidae,Cinclus,Cinclus cinclus
bClaHye2,Long-tailed duck,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Clangula,Clangula hyemalis
bFriCoe1,Chaffinch,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla coelebs
bLarFus1,Lesser black-backed gull,Metazoa,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus fuscus
bLarFus1,Lesser black-backed gull,Metazoa,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus fuscus
bPhaCar2,Great cormorant,Metazoa,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax carbo
bTetUro1,Western capercaillie,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Tetrao,Tetrao urogallus
cbCliDend2,Tree-moss,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Climaciaceae,Climacium,Climacium dendroides
cbIsoMyos1,Mouse-tail moss,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Lembophyllaceae,Isothecium,Isothecium myosuroides
cbNecPumi1,Dwarf neckera,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Neckeraceae,Neckera,Neckera pumila
cbPolComm4,Common haircap,Viridiplantae,Streptophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum,Polytrichum commune
cbPsePuru1,Neat feathermoss,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Brachytheciaceae,Pseudoscleropodium,Pseudoscleropodium purum
cbRhyLore1,Little shaggy-moss,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidiadelphus,Rhytidiadelphus loreus
cbThuTama2,Common tamarisk-moss,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,Thuidium tamariscinum
cmLunCruc20,Crescent-cup liverwort,Viridiplantae,Streptophyta,Marchantiopsida,Lunulariales,Lunulariaceae,Lunularia,Lunularia cruciata
daAjuCham1,.,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ajuga,Ajuga chamaepitys
daArcMinu1,.,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,Arctium minus
daBalNigr1,.,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ballota,Ballota nigra
daCalOffi1,Common marigold,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Calendula,Calendula officinalis
daCruLaev1,Crosswort,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Cruciata,Cruciata laevipes
daEupConf1,Eyebright,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Orobanchaceae,Euphrasia,Euphrasia confusa
daGnaUlig1,.,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium,Gnaphalium uliginosum
daLigVulg1,Common privet,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum vulgare
daLinVulg1,.,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria vulgaris
daLogMini1,.,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Logfia,Logfia minima
daMisOron1,.,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Misopates,Misopates orontium
daPseLute1,.,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,Pseudognaphalium luteoalbum
daPulDyse1,.,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Pulicaria,Pulicaria dysenterica
daScuGale1,.,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata
daScuMino1,.,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria minor
daSheArve1,Field madder,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis
daSolDulc1,.,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum dulcamara
daVerOffi1,.,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,Verbena officinalis
dcAgrGith1,Corn cockle,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Agrostemma,Agrostemma githago
dcCheAlbu1,White goosefoot,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium album
dcFalConv1,.,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fallopia,Fallopia convolvulus
dcPerMacu1,.,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria maculosa
dcPolAvic1,.,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare
dcSalRamo1,.,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Salicornia,Salicornia ramosissima
dcSpeBocc1,.,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergularia,Spergularia bocconei
dcSpeMari1,.,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergularia,Spergularia marina
ddAraThal4,.,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana
ddBarVulg1,Winter cress,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Barbarea,Barbarea vulgaris
ddEupLath1,.,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia lathyris
ddEupPepu3,.,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia peplus
ddHibTrid2,.,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Hibiscus tridactylites
ddLepDidy1,.,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium didymum
ddPopNigr1,.,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus nigra
ddPriVeri1,.,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula veris
ddSalCapr1,.,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix caprea
ddSamVale1,.,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Samolus,Samolus valerandi
ddVioOdor1,Sweet violet,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola odorata
dhAlnGlut1,.,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,Alnus glutinosa
dhMyrGale1,Bog myrtle,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,Myrica gale
dhQueCerr2,Turkey oak,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus cerris
dmBerVulg1,.,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,Berberis vulgaris
drAceCamp1,Field maple,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer campestre
drAilAlti1,Tree of heaven,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima
drAstGlyc1,Liquorice milkvetch,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus glycyphyllos
drBuxSemp1,.,Viridiplantae,Streptophyta,Magnoliopsida,Buxales,Buxaceae,Buxus,Buxus sempervirens
drChaAngu1,.,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium
drCraLaev2,Midland hawthorn,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus laevigata
drEroMari8,.,Viridiplantae,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,Erodium maritimum
drEuoEuro1,.,Viridiplantae,Streptophyta,Magnoliopsida,Celastrales,Celastraceae,Euonymus,Euonymus europaeus
drFilUlma1,.,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Filipendula,Filipendula ulmaria
drGeuUrba1,.,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum urbanum
drHedHeli1,.,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,Hedera helix
drHumLupu1,European hop,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,Humulus lupulus
drIleAqui2,English holly,Viridiplantae,Streptophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,Ilex aquifolium
drMalDome10,Apple,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus domestica
drMalDome11,Apple,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus domestica
drMalDome5,Apple,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus domestica
drMalDome58,Apple,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus domestica
drMalRobu1,Robusta-5,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus x robusta
drMalSylv7,.,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus sylvestris
drMedArab1,.,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago arabica
drMedLupu1,.,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago lupulina
drParJuda1,.,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Parietaria,Parietaria judaica
drPotSter1,.,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla sterilis
drPruPadu1,Bird cherry,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus padus
drPyrComm1,Pear,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus communis
drTriDubi3,.,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium dubium
drTriFrag1,.,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium fragiferum
drTriSubt1,.,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium subterraneum
drUmbRupe1,.,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Umbilicus,Umbilicus rupestris
drUrtDioi1,Great nettle,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
drUrtUren1,.,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica urens
eaLuiSars1,(a starfish),Metazoa,Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,Luidia sarsii
eaMarGlac1,Spiny starfish,Metazoa,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Marthasterias,Marthasterias glacialis
ecAntBifi1,Rosy feather star,Metazoa,Echinodermata,Crinoidea,Comatulida,Antedonidae,Antedon,Antedon bifida
fAbrBra2,Common bream,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Abramis,Abramis brama
fBarBab1,Barbel,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Barbus,Barbus barbus
fBarBar1,Stone loach,Metazoa,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Barbatula,Barbatula barbatula
